,area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom
7318,Super built-up  Area,Ready To Move,Haralur Road,Ozensve,1255.0,3.0,2.0,115.0,3
7319,Super built-up  Area,Ready To Move,CV Raman Nagar,ARestco,1051.0,2.0,3.0,61.0,2
7321,Built-up  Area,Ready To Move,Uttarahalli,RaontWa,1099.0,2.0,2.0,65.0,2
7322,Super built-up  Area,Ready To Move,Hebbal,SNontle,2650.0,4.0,3.0,199.0,3
7324,Super built-up  Area,Ready To Move,Yeshwanthpur,RNvasth,1541.0,2.0,2.0,130.0,2
7325,Plot  Area,18-May,Sarjapur  Road,Cetattu,1200.0,3.0,2.0,70.0,3
7326,Built-up  Area,Ready To Move,Whitefield,GCngsn ,1125.0,2.0,2.0,45.0,2
7327,Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1650.0,3.0,2.0,85.0,3
7328,Super built-up  Area,Ready To Move,other,Kaantth,834.0,1.0,1.0,62.0,1
7329,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,1320.0,3.0,2.0,60.0,3
7332,Super built-up  Area,19-Apr,Mysore Road,Brama P,1500.0,3.0,2.0,74.0,3
7333,Plot  Area,Ready To Move,Whitefield,Pronege,4400.0,5.0,2.0,500.0,4
7336,Super built-up  Area,Ready To Move,Whitefield,Suram S,1180.0,2.0,2.0,70.0,2
7337,Super built-up  Area,Ready To Move,Kadugodi,SLoven ,1010.0,2.0,1.0,50.0,2
7342,Super built-up  Area,Ready To Move,Iblur Village,DNionfl,1920.0,3.0,2.0,130.0,3
7344,Built-up  Area,Ready To Move,Kalena Agrahara,Prmesi ,1040.0,2.0,2.0,45.0,2
7345,Super built-up  Area,Ready To Move,Hulimavu,Inods A,1430.0,2.0,2.0,90.0,3
7347,Super built-up  Area,Ready To Move,Domlur,Saiewas,650.0,1.0,1.0,70.0,1
7348,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1564.0,3.0,1.0,105.0,3
7352,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1128.0,2.0,1.0,48.79,2
7353,Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.4,2
7357,Built-up  Area,Ready To Move,Yelahanka,BKideor,1650.0,3.0,3.0,105.0,3
7359,Built-up  Area,Ready To Move,Yelahanka,JSlipTu,1200.0,2.0,2.0,55.0,2
7361,Super built-up  Area,Ready To Move,Kengeri Satellite Town,Malowr ,985.0,2.0,2.0,42.0,2
7362,Super built-up  Area,18-May,Ramagondanahalli,ViistLa,1475.0,2.0,2.0,63.0,3
7363,Super built-up  Area,Ready To Move,Hebbal,Brium C,3450.0,5.0,0.0,348.0,3
7364,Super built-up  Area,19-Nov,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,53.99,3
7365,Built-up  Area,Ready To Move,other,Apvas N,900.0,2.0,3.0,35.0,2
7369,Built-up  Area,Ready To Move,Sarjapur  Road,Vaunei ,3800.0,3.0,3.0,325.0,4
7371,Plot  Area,Ready To Move,Brookefield,Goodsrb,1950.0,6.0,3.0,175.0,5
7372,Super built-up  Area,Ready To Move,Kudlu,GKityde,1570.0,2.0,2.0,65.94,3
7373,Super built-up  Area,18-Aug,Kanakapura,GoityEt,1283.0,2.0,2.0,68.0,2
7379,Super built-up  Area,18-Feb,Old Madras Road,Brica E,3630.0,6.0,1.0,196.0,4
7380,Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,990.0,2.0,2.0,37.62,2
7381,Super built-up  Area,Ready To Move,Panathur,Prcesvy,1199.0,2.0,1.0,85.0,2
7384,Built-up  Area,Ready To Move,other,Myhrie ,1190.0,2.0,1.0,55.0,2
7387,Built-up  Area,Ready To Move,Harlur,Spiteid,1133.0,2.0,1.0,55.0,2
7388,Built-up  Area,Ready To Move,Somasundara Palya,ManceEl,2400.0,3.0,3.0,140.0,4
7391,Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1565.0,2.0,2.0,49.3,3
7393,Built-up  Area,Ready To Move,Munnekollal,PancyRe,1080.0,2.0,2.0,45.0,2
7395,Plot  Area,Ready To Move,other,Hiowsi ,1240.0,4.0,1.0,180.0,3
7396,Built-up  Area,Ready To Move,other,Fleepi ,1335.0,2.0,1.0,87.0,3
7401,Super built-up  Area,Ready To Move,HSR Layout,NRosete,1140.0,2.0,2.0,46.0,2
7402,Super built-up  Area,18-Dec,Sarjapur  Road,PualeSk,1700.0,3.0,1.0,79.9,3
7405,Super built-up  Area,Ready To Move,Electronic City,GMown E,435.0,1.0,1.0,22.0,1
7406,Super built-up  Area,Ready To Move,Magadi Road,Vrenty ,1116.0,2.0,1.0,51.89,2
7407,Super built-up  Area,Ready To Move,Old Madras Road,Brglede,1480.0,3.0,2.0,95.0,3
7408,Built-up  Area,Ready To Move,Hormavu,Foisha ,1000.0,2.0,2.0,50.0,2
7409,Super built-up  Area,Ready To Move,HSR Layout,NRosete,1145.0,2.0,2.0,46.0,2
7410,Super built-up  Area,Ready To Move,Bommasandra,Niara S,800.0,1.0,1.0,32.0,2
7411,Super built-up  Area,18-Apr,Thanisandra,Bhmesy ,1265.0,2.0,1.0,83.0,2
7412,Super built-up  Area,21-Jul,Devanahalli,Oznuean,1700.0,3.0,0.0,88.2,3
7413,Super built-up  Area,Ready To Move,other,Vacle P,1475.0,2.0,1.0,70.0,2
7414,Super built-up  Area,Ready To Move,BTM 2nd Stage,Jancyva,1265.0,2.0,2.0,55.0,2
7416,Super built-up  Area,Ready To Move,1st Phase JP Nagar,Prhtsok,2180.0,3.0,2.0,210.0,3
7417,Super built-up  Area,Ready To Move,Brookefield,Usnexra,1080.0,2.0,3.0,50.0,2
7418,Super built-up  Area,Ready To Move,Whitefield,Priew P,2023.0,4.0,2.0,130.0,3
7420,Super built-up  Area,Ready To Move,other,Srhan P,1545.0,2.0,2.0,66.0,3
7421,Super built-up  Area,Ready To Move,Kalena Agrahara,Prillot,1804.0,3.0,2.0,166.0,3
7424,Super built-up  Area,21-Dec,Hoodi,GoAirej,1108.0,2.0,1.0,74.23,2
7425,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1730.0,3.0,2.0,115.0,3
7426,Super built-up  Area,Ready To Move,other,PancyRe,1427.0,2.0,3.0,70.0,3
7427,Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,935.0,2.0,1.0,35.53,2
7428,Super built-up  Area,Ready To Move,other,Soe 2as,1073.0,2.0,2.0,31.77,2
7429,Built-up  Area,Ready To Move,other,Patri M,960.0,2.0,3.0,37.0,2
7430,Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2215.0,4.0,2.0,150.0,3
7431,Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1125.0,2.0,1.0,32.49,2
7434,Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1080.0,2.0,2.0,75.0,2
7437,Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1590.0,3.0,2.0,58.0,3
7438,Super built-up  Area,Ready To Move,other,Mazler ,1350.0,3.0,2.0,68.0,3
7440,Super built-up  Area,Ready To Move,Kaggadasapura,Aincyev,1560.0,2.0,3.0,72.0,3
7441,Built-up  Area,Ready To Move,other,Shbhi S,1810.0,3.0,2.0,57.0,4
7442,Super built-up  Area,Ready To Move,other,SoniaPe,2274.24,4.0,1.0,160.0,3
7443,Super built-up  Area,18-Dec,Sonnenahalli,Skacak ,1484.0,3.0,1.0,74.18,3
7444,Built-up  Area,Ready To Move,Indira Nagar,MCtleas,1650.0,3.0,3.0,220.0,3
7445,Super built-up  Area,Ready To Move,other,Pantsce,1455.0,2.0,2.0,55.0,3
7446,Super built-up  Area,Ready To Move,Thanisandra,G conTh,2280.0,4.0,2.0,184.0,3
7449,Super built-up  Area,Ready To Move,Bharathi Nagar,FoapeWa,1351.0,2.0,2.0,74.0,2
7451,Super built-up  Area,18-Jun,KR Puram,MCnexva,1430.0,2.0,1.0,61.0,3
7452,Built-up  Area,Ready To Move,Whitefield,Prrry M,3589.0,5.0,0.0,400.0,4
7453,Super built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1310.0,2.0,2.0,37.83,3
7456,Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,984.0,2.0,1.0,55.0,2
7457,Built-up  Area,Ready To Move,Jalahalli,Reodsnc,1770.0,3.0,3.0,100.0,3
7460,Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
7464,Super built-up  Area,19-Jul,Kanakpura Road,Soena A,1296.0,2.0,1.0,89.0,2
7465,Built-up  Area,Ready To Move,other,Vaenev ,1570.0,3.0,2.0,80.0,3
7466,Super built-up  Area,Ready To Move,other,Ablmsol,1495.0,2.0,2.0,65.0,3
7467,Super built-up  Area,Ready To Move,Hoodi,Shyalha,1530.0,2.0,2.0,67.0,3
7469,Super built-up  Area,Ready To Move,Gunjur,Paestol,1800.0,3.0,1.0,70.0,3
7470,Super built-up  Area,Ready To Move,Bellandur,DSpazTo,1088.0,2.0,2.0,48.0,2
7471,Super built-up  Area,19-Mar,Hosa Road,Skume R,1533.0,3.0,1.0,98.18,3
7473,Built-up  Area,Ready To Move,Thubarahalli,Asnts a,1540.0,3.0,3.0,90.0,3
7475,Super built-up  Area,19-Mar,Hosa Road,Skume R,1040.0,2.0,1.0,68.59,2
7478,Super built-up  Area,Ready To Move,Uttarahalli,Shony S,1180.0,2.0,1.0,41.3,2
7479,Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1245.0,2.0,2.0,100.0,2
7485,Super built-up  Area,Ready To Move,Sarjapur,DSousyl,1124.0,2.0,1.0,30.35,2
7487,Super built-up  Area,20-Aug,Begur Road,Pruthg ,1100.0,2.0,1.0,71.42,2
7488,Super built-up  Area,Ready To Move,Vijayanagar,Smentha,1019.0,2.0,1.0,58.0,2
7489,Super built-up  Area,Ready To Move,Harlur,SosicCl,1756.0,3.0,2.0,128.0,3
7490,Super built-up  Area,18-May,Bommasandra,SSestth,1280.0,3.0,1.0,50.0,3
7493,Super built-up  Area,18-Dec,Whitefield,Prtates,2134.0,4.0,2.0,118.0,3
7494,Super built-up  Area,18-Jun,Hosa Road,Sosisic,1369.1,2.0,1.0,98.0,2
7497,Super built-up  Area,Ready To Move,other,DSensn ,2515.0,4.0,3.0,155.0,3
7498,Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2215.0,4.0,2.0,154.0,3
7499,Super built-up  Area,Ready To Move,other,Amageru,1440.0,3.0,2.0,72.0,3
7500,Super built-up  Area,Ready To Move,Hennur Road,Koagati,1186.0,2.0,2.0,55.33,3
7502,Super built-up  Area,Ready To Move,Hebbal,Chtert ,1800.0,3.0,2.0,140.0,3
7503,Built-up  Area,Ready To Move,Kudlu,GKityde,1600.0,3.0,3.0,79.0,3
7504,Built-up  Area,Ready To Move,other,Srg Bnc,1000.0,2.0,1.0,35.0,2
7506,Super built-up  Area,Ready To Move,other,Pridsi ,1305.0,2.0,1.0,59.0,3
7507,Super built-up  Area,20-Jan,Binny Pete,She 2rk,1740.0,3.0,1.0,150.0,3
7509,Built-up  Area,Ready To Move,other,Gohts H,1567.0,3.0,0.0,140.0,2
7510,Super built-up  Area,Ready To Move,Kambipura,Prrtht ,1082.0,2.0,1.0,45.5,3
7513,Built-up  Area,Ready To Move,Begur,Duity C,3500.0,4.0,2.0,185.0,3
7514,Super built-up  Area,Ready To Move,Dasarahalli,Syonyph,1220.0,2.0,2.0,52.0,2
7521,Super built-up  Area,Ready To Move,other,NCierar,1170.0,2.0,2.0,120.0,2
7522,Super built-up  Area,Ready To Move,other,Ajens G,1670.0,3.0,2.0,75.0,3
7523,Super built-up  Area,Ready To Move,Hennur Road,Samittv,2264.0,3.0,2.0,168.0,3
7525,Super built-up  Area,Ready To Move,Begur,Viodspr,1100.0,2.0,2.0,55.0,2
7527,Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2
7529,Super built-up  Area,Ready To Move,Electronics City Phase 1,PSmalsh,1125.0,2.0,2.0,65.0,2
7532,Built-up  Area,Ready To Move,other,Lancya ,1300.0,2.0,1.0,75.0,3
7533,Super built-up  Area,Ready To Move,JP Nagar,Meowns ,1600.0,3.0,2.0,83.0,3
7534,Super built-up  Area,18-Aug,Magadi Road,Vrenty ,1052.0,2.0,1.0,60.0,3
7536,Super built-up  Area,Ready To Move,other,Ladenea,1130.0,2.0,2.0,36.0,2
7538,Super built-up  Area,Ready To Move,BTM 2nd Stage,SNe 2ev,2200.0,3.0,3.0,220.0,3
7539,Built-up  Area,Ready To Move,Electronic City,GMown E,1500.0,2.0,1.0,63.0,3
7540,Super built-up  Area,20-Dec,Old Madras Road,Shmes O,1350.0,3.0,1.0,47.25,3
7541,Super built-up  Area,Ready To Move,Gottigere,MBireap,1230.0,2.0,2.0,52.0,3
7542,Super built-up  Area,18-Apr,Haralur Road,SNnia E,1520.0,2.0,2.0,85.0,3
7543,Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,525.0,1.0,1.0,26.25,1
7544,Super built-up  Area,20-Oct,Hosa Road,Skume R,1040.0,2.0,1.0,61.0,2
7546,Super built-up  Area,18-Dec,Old Airport Road,Jaades ,2690.0,4.0,3.0,201.0,4
7547,Super built-up  Area,Ready To Move,Domlur,Saiewas,780.0,1.0,1.0,70.0,1
7548,Super built-up  Area,Ready To Move,Panathur,Saite G,1140.0,2.0,1.0,51.2,2
7549,Super built-up  Area,19-Jan,Chandapura,SuVue S,1225.0,3.0,1.0,33.08,3
7550,Built-up  Area,Ready To Move,Nagavarapalya,MYncysi,646.0,1.0,0.0,25.84,1
7552,Super built-up  Area,18-Apr,Kadugodi,Alestrb,1890.0,4.0,3.0,125.0,3
7555,Super built-up  Area,Ready To Move,Whitefield,BMttaor,1458.0,2.0,2.0,62.0,3
7559,Built-up  Area,Ready To Move,Balagere,Soresea,1007.0,2.0,1.0,67.0,2
7560,Super built-up  Area,Ready To Move,Doddathoguru,M ondit,1105.0,2.0,1.0,50.0,2
7561,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1700.0,3.0,3.0,150.0,3
7562,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Dehts H,1170.0,2.0,3.0,50.0,2
7563,Built-up  Area,Ready To Move,Chandapura,GCbowai,1080.0,2.0,3.0,45.0,2
7564,Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,1150.0,2.0,1.0,62.0,3
7565,Super built-up  Area,19-Jul,Ramamurthy Nagar,Vaharvi,1200.0,2.0,1.0,57.9,2
7567,Super built-up  Area,Ready To Move,Kudlu Gate,Brlms P,1656.0,3.0,2.0,75.0,3
7569,Super built-up  Area,Ready To Move,KR Puram,Hivesdr,1040.0,2.0,2.0,50.0,2
7570,Super built-up  Area,Ready To Move,Hosur Road,Collsrn,1085.0,2.0,2.0,33.7,2
7575,Built-up  Area,Ready To Move,other,SMncyy ,1050.0,2.0,1.0,55.0,2
7577,Super built-up  Area,18-Aug,Iblur Village,DNionfl,1920.0,3.0,2.0,150.0,3
7579,Super built-up  Area,Ready To Move,Mysore Road,PrntaEn,947.55,2.0,1.0,80.0,2
7580,Built-up  Area,Ready To Move,other,KencyRe,1421.0,2.0,1.0,90.0,2
7582,Super built-up  Area,18-May,Old Madras Road,Saesttt,1425.0,2.0,2.0,74.31,3
7583,Super built-up  Area,Ready To Move,Budigere,PrityTr,1162.0,2.0,1.0,58.0,2
7584,Super built-up  Area,18-Jul,Whitefield,Prtates,905.0,1.0,1.0,60.0,1
7585,Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,914.0,2.0,1.0,32.0,2
7588,Plot  Area,Ready To Move,Hormavu,Prageta,3500.0,4.0,1.0,289.0,4
7591,Super built-up  Area,Ready To Move,Whitefield,BMttaor,1537.0,2.0,3.0,70.0,3
7594,Super built-up  Area,Ready To Move,Malleshwaram,Aimesya,2250.0,3.0,1.0,200.0,3
7595,Plot  Area,Ready To Move,Hosur Road,KrineAq,2000.0,4.0,1.0,69.0,4
7599,Built-up  Area,Ready To Move,other,ACopsva,950.0,2.0,0.0,32.0,2
7601,Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1282.0,2.0,1.0,48.72,3
7604,Built-up  Area,Ready To Move,Jakkur,Paurt C,1220.0,2.0,2.0,49.0,3
7605,Super built-up  Area,Ready To Move,Budigere,PrityTr,1636.0,3.0,2.0,85.0,3
7606,Built-up  Area,Ready To Move,7th Phase JP Nagar,Kaiew L,1415.0,3.0,1.0,65.0,3
7608,Super built-up  Area,Ready To Move,Green Glen Layout,Soweray,1728.0,3.0,2.0,125.0,3
7609,Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1680.0,3.0,3.0,125.0,3
7610,Super built-up  Area,19-Dec,other,ThBayah,1235.0,2.0,1.0,140.0,2
7613,Built-up  Area,Ready To Move,Kasavanhalli,HMonymp,1495.0,2.0,2.0,83.0,2
7615,Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2501.0,3.0,3.0,138.0,3
7616,Carpet  Area,20-Dec,Kanakpura Road,Roiti A,381.0,1.0,0.0,28.0,1
7617,Super built-up  Area,19-Mar,other,Sothadr,3301.8,5.0,2.0,570.0,4
7618,Super built-up  Area,Ready To Move,Hennur Road,SaireSa,2002.0,3.0,2.0,120.0,3
7619,Built-up  Area,17-Mar,other,Sreat R,3200.0,3.0,0.0,260.0,3
7626,Built-up  Area,Ready To Move,other,Itala A,1450.0,3.0,2.0,90.0,3
7627,Super built-up  Area,Ready To Move,Electronic City,MDonta ,1039.0,2.0,1.0,50.0,2
7628,Super built-up  Area,Ready To Move,Old Madras Road,Brglede,1210.0,2.0,1.0,80.0,2
7629,Super built-up  Area,Ready To Move,Attibele,DSvar S,995.0,1.0,1.0,24.88,2
7630,Built-up  Area,Ready To Move,Yelahanka,NCarkna,1620.0,3.0,2.0,90.0,3
7631,Built-up  Area,Ready To Move,Choodasandra,LGlarAs,3204.0,4.0,3.0,395.0,3
7632,Built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,3408.0,3.0,3.0,260.0,3
7633,Built-up  Area,Ready To Move,Marathahalli,Kames S,1314.0,2.0,3.0,55.0,2
7634,Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,945.0,2.0,1.0,33.0,2
7635,Built-up  Area,Ready To Move,other,Undge T,1374.0,3.0,2.0,72.0,3
7636,Built-up  Area,19-Jan,Kanakpura Road,PrityFa,1603.0,3.0,3.0,113.0,3
7637,Built-up  Area,Ready To Move,Kengeri,Vaens G,1230.0,2.0,2.0,52.0,3
7639,Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1864.0,3.0,2.0,105.0,4
7640,Built-up  Area,18-Jan,Hosa Road,Gllas V,2500.0,3.0,2.0,100.0,3
7641,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,DScon S,1625.0,2.0,2.0,54.0,3
7642,Super built-up  Area,Ready To Move,Whitefield,Sonviik,1186.0,2.0,3.0,55.0,2
7644,Super built-up  Area,Ready To Move,Electronic City,GMown E,770.0,1.0,1.0,39.9,2
7645,Super built-up  Area,18-Feb,Varthur,HioraTr,1085.0,2.0,1.0,45.0,2
7646,Super built-up  Area,Ready To Move,other,Soeurri,3754.0,6.0,2.0,480.0,4
7647,Super built-up  Area,Ready To Move,other,Ciques ,1893.0,3.0,2.0,115.0,3
7649,Super built-up  Area,Ready To Move,Kundalahalli,AnentAp,1496.0,2.0,3.0,78.0,3
7650,Super built-up  Area,18-Jul,Chandapura,SunceEs,1305.0,3.0,1.0,33.28,3
7651,Super built-up  Area,Ready To Move,Electronics City Phase 1,Shiaa S,1550.0,2.0,2.0,82.0,3
7653,Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1494.0,2.0,2.0,94.55,3
7654,Super built-up  Area,Ready To Move,Electronic City Phase II,SJmesst,1286.0,2.0,2.0,69.0,2
7656,Super built-up  Area,Ready To Move,Hebbal,MVkleiw,1860.0,3.0,2.0,95.0,3
7658,Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2.0,2.0,45.0,2
7659,Super built-up  Area,Ready To Move,Brookefield,Stlomg ,1200.0,2.0,2.0,75.0,2
7660,Super built-up  Area,Ready To Move,Sarjapur,Peles P,1044.0,2.0,2.0,32.0,2
7661,Super built-up  Area,Ready To Move,7th Phase JP Nagar,SrncyRe,1040.0,2.0,1.0,41.59,2
7664,Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,1278.0,2.0,2.0,59.0,3
7666,Super built-up  Area,Ready To Move,other,ViaarSa,1250.0,2.0,1.0,43.0,2
7671,Super built-up  Area,18-Apr,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,57.84,3
7672,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,1.0,51.15,2
7673,Super built-up  Area,Ready To Move,Kalena Agrahara,MancyRe,1450.0,3.0,3.0,100.0,3
7674,Super built-up  Area,Ready To Move,Old Madras Road,Sastaat,1859.0,3.0,2.0,121.0,3
7675,Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,1763.0,3.0,2.0,262.0,2
7676,Super built-up  Area,17-Sep,Attibele,Inenshe,900.0,1.0,1.0,25.0,2
7677,Super built-up  Area,Ready To Move,Ramamurthy Nagar,Foghaa ,1305.0,3.0,1.0,60.0,3
7679,Super built-up  Area,Ready To Move,Thanisandra,Gontsoo,784.0,1.0,0.0,35.285,1
7681,Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,1150.0,2.0,0.0,36.8,2
7682,Built-up  Area,Ready To Move,Whitefield,Agtiaur,1806.0,3.0,3.0,85.0,3
7683,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,2.0,42.0,2
7684,Super built-up  Area,19-Jul,Uttarahalli,DSera S,1002.0,2.0,1.0,40.08,2
7685,Super built-up  Area,18-Apr,Electronic City Phase II,Sryalan,1220.0,2.0,1.0,36.21,3
7686,Super built-up  Area,Ready To Move,Whitefield,SMuilan,1109.0,2.0,1.0,35.22,2
7687,Built-up  Area,Ready To Move,Uttarahalli,DSera S,1002.0,2.0,1.0,40.08,2
7688,Super built-up  Area,Ready To Move,other,AriosHe,1308.0,2.0,1.0,89.04,2
7689,Super built-up  Area,19-Mar,Hennur Road,Puachal,1232.0,2.0,1.0,69.6,2
7694,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1255.0,2.0,1.0,53.87,2
7695,Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1434.0,3.0,3.0,84.0,3
7696,Built-up  Area,Ready To Move,Doddathoguru,Vabow R,925.0,2.0,2.0,30.0,2
7697,Super built-up  Area,19-Dec,Jakkur,Ceezey ,1858.0,3.0,1.0,123.0,3
7698,Built-up  Area,Ready To Move,other,Vithm R,1205.0,2.0,1.0,70.0,2
7699,Plot  Area,18-Jul,other,V2gesre,1500.0,3.0,2.0,90.0,3
7702,Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,965.0,2.0,1.0,56.0,2
7705,Super built-up  Area,Ready To Move,Battarahalli,PaontWa,1636.0,2.0,2.0,82.89,2
7706,Super built-up  Area,18-Dec,Kundalahalli,Dieldli,1724.0,3.0,1.0,125.0,3
7707,Super built-up  Area,18-Oct,Whitefield,Prtates,1216.0,2.0,1.0,67.0,2
7708,Super built-up  Area,18-Feb,Yelahanka,Prensya,654.0,1.0,1.0,36.25,1
7712,Super built-up  Area,Ready To Move,Budigere,PrityTr,1636.0,3.0,2.0,92.0,3
7713,Super built-up  Area,18-Dec,Hennur Road,Shxorm ,1195.0,2.0,2.0,73.0,2
7714,Super built-up  Area,Ready To Move,other,Vancyat,2400.0,3.0,3.0,251.0,3
7717,Super built-up  Area,19-Dec,Thanisandra,Bhe 2ko,1546.0,3.0,1.0,95.0,3
7718,Built-up  Area,Ready To Move,Sarjapur  Road,Cetattu,3385.5,6.0,0.0,142.0,4
7722,Super built-up  Area,Ready To Move,Indira Nagar,Suurtni,1475.0,2.0,2.0,171.0,2
7723,Built-up  Area,Ready To Move,JP Nagar,Arentra,3000.0,3.0,2.0,150.0,4
7725,Super built-up  Area,Ready To Move,Balagere,Soresea,1007.0,2.0,1.0,66.0,2
7734,Built-up  Area,Ready To Move,other,CoaveAt,909.0,2.0,1.0,43.0,3
7736,Super built-up  Area,Ready To Move,other,Ciques ,1400.0,2.0,3.0,85.0,2
7739,Super built-up  Area,Ready To Move,Whitefield,SrireSo,1150.0,2.0,2.0,55.0,2
7740,Super built-up  Area,Ready To Move,Old Madras Road,Brica E,2990.0,5.0,1.0,173.0,3
7741,Super built-up  Area,Ready To Move,Bellandur,Trows M,1310.0,2.0,2.0,85.0,2
7742,Super built-up  Area,Ready To Move,Hosur Road,Saageat,1590.0,2.0,2.0,126.0,3
7743,Super built-up  Area,Ready To Move,Green Glen Layout,SoosePr,1645.0,3.0,2.0,110.0,3
7745,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1795.0,3.0,2.0,150.0,3
7747,Super built-up  Area,18-Nov,Thanisandra,Bhe 2ko,777.0,1.0,0.0,38.535,1
7748,Super built-up  Area,Ready To Move,other,Sothin ,925.0,2.0,2.0,70.0,2
7750,Plot  Area,Ready To Move,other,Prasa W,3746.0,6.0,1.0,375.0,4
7751,Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1430.0,2.0,2.0,54.0,3
7752,Super built-up  Area,Ready To Move,Bommanahalli,Jaw 2 L,1020.0,2.0,2.0,55.0,2
7754,Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1140.0,2.0,1.0,32.92,2
7756,Super built-up  Area,19-Jun,Hebbal,Raard B,2470.0,4.0,2.0,203.0,4
7757,Built-up  Area,Ready To Move,other,PavanSa,850.0,1.0,0.0,35.5,2
7759,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1697.0,3.0,2.0,110.0,3
7761,Super built-up  Area,Ready To Move,Gottigere,Pridei ,1120.0,2.0,2.0,50.0,2
7768,Built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1492.0,3.0,1.0,88.0,3
7769,Super built-up  Area,22-Nov,Devanahalli,Sabixtt,1498.0,3.0,3.0,79.15,3
7770,Built-up  Area,Ready To Move,other,Sohid O,3500.0,2.0,1.0,350.0,4
7771,Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,1010.0,2.0,1.0,48.27,2
7772,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,2.0,53.5,2
7773,Super built-up  Area,Ready To Move,Channasandra,Unm 2El,1050.0,2.0,1.0,35.0,2
7774,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1847.0,3.0,2.0,125.0,3
7777,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2144.6,4.0,2.0,145.0,3
7778,Super built-up  Area,Ready To Move,Kengeri,VBeriav,750.0,2.0,1.0,36.5,2
7779,Super built-up  Area,Ready To Move,Electronic City,Itvir M,919.0,2.0,2.0,35.0,2
7780,Super built-up  Area,Ready To Move,Budigere,PrityTr,1087.0,2.0,1.0,54.3,2
7781,Built-up  Area,Ready To Move,other,Bustain,1480.0,3.0,2.0,74.0,3
7784,Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,2.0,65.0,3
7786,Built-up  Area,Ready To Move,Thanisandra,MSureRR,2072.0,3.0,2.0,122.0,3
7789,Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,3.0,220.0,3
7790,Super built-up  Area,Ready To Move,other,Srsica ,1253.0,2.0,2.0,81.5,2
7791,Super built-up  Area,Ready To Move,Hennur Road,Koagati,1061.0,2.0,1.0,54.92,2
